Nome do Assistente que processou,CNPJ UFV,USINA/FILIAL,CLUSTER,PC,Nº DA NF ,FORNECEDOR,CNPJ - FORNECEDOR,TIPO  DE SERVIÇO PRESTADO,DATA DE EMISSAO - NF ,VALOR DA NF,DT DE INSERÇÃO DO PC,VENCIMENTO,DATA ENVIO AO FISCAL,DATA DE ESCRITURAÇÃO DO FISCAL,DATA QUE A NF FOI PAGA,STATUS DO LANÇAMENTO
SABRINA,29.183.782/0002-04,MORI ENERGIA HOLDING ,SP,57447,PA,BARUCH,48.191.896/0001-52,CONFRATERNIZAÇÃO 2025,17/12/2025,4750,19/12/2025,05/12/2025,21/11/2025,,,PAGO 
SABRINA,29.183.782/0002-04,MORI ENERGIA HOLDING ,SP,57448,PA,BOI E BRASA,13.782.229/0001-77,CONFRATERNIZAÇÃO 2025,19/12/2025,400,19/11/2025,05/12/2025,21/11/2025,,,PAGO 
NAUANY,51.725.732/0001-80,BRUMADO,NORDESTE,1450,67621125,ENELZITA DANTAS DO NASCIMENTO,51.725.732/0001-80,COMPRA DE AGUA MINERAL,17/12/2025,200,2025-12-22 00:00:00,2026-01-15 00:00:00,2025-12-29 00:00:00,,,FINANCEIRO
ANDREY,41.738.810/0021-70,UFV INDAIBIRA 03 - A623,NORTE,5978,1129862,BRS SUPRIMENTOS ,03.746.938/0015-49,COMPRA DE MATERIAL PARA LIMPEZA,17/12/2025,468.65,23/12/2025,15/01/2026,29/12/2025,,,FISCAL
ANDREY,41.738.810/0019-56,UFV INDAIBIRA 02 - A626,NORTE ,5979,1129876,BRS SUPRIMENTOS ,03.746.938/0015-49,COMPRA DE MATERIAL PARA LIMPEZA,17/12/2025,472.84,23/12/2025,15/01/2026,29/12/2025,,,FISCAL
ANDREY,34.461.745/0001-70,UFV FRANCISCO SA - 1101,NORTE ,434,1129782,BRS SUPRIMENTOS ,03.746.938/0015-49,COMPRA DE MATERIAL PARA LIMPEZA,17/12/2025,528.99,23/12/2025,15/01/2026,29/12/2025,,,FISCAL
ANDREY,34.181.977/0003-36,UFV MANGA 01 - 2103,NORTE ,1749,1129771,BRS SUPRIMENTOS ,03.746.938/0015-49,COMPRA DE MATERIAL PARA LIMPEZA,17/12/2025,541.33,23/12/2025,15/01/2026,29/12/2025,,,FISCAL
ANDREY,41.738.810/0021-70,UFV INDAIBIRA 03 - A623,NORTE ,5980,1129747,BRS SUPRIMENTOS ,03.746.938/0015-49,COMPRA DE MATERIAL PARA LIMPEZA,17/12/2025,468.65,23/12/2025,15/01/2026,29/12/2025,,,FISCAL
NAUANY,34.461.701/0001-40,JANUARIA 2,NORTE,202165,1129733,BRS SUPRIMENTOS ,03.746.938/0015-49,COMPRA DE MATERIAL PARA LIMPEZA,17/12/2025,492.75,22/12/2025,15/01/2026,29/12/2025,,,FINANCEIRO
NAUANY,41.738.810/0003-99,INDAIABIRA,NORTE,5975,1129741,BRS SUPRIMENTOS ,03.746.938/0015-49,COMPRA DE MATERIAL PARA LIMPEZA,17/12/2025,468.65,22/12/2025,15/01/2026,29/12/2025,,,FINANCEIRO
NAUANY,41.738.810/0020-90,INDAIABIRA 4,NORTE,5976,1129871,BRS SUPRIMENTOS ,03.746.938/0015-49,COMPRA DE MATERIAL PARA LIMPEZA,17/12/2025,468.65,22/12/2025,15/01/2026,29/12/2025,,,FINANCEIRO
NAUANY,34.182.074/0004-50,JANAUBA,NORTE,1573,1129870,BRS SUPRIMENTOS ,03.746.938/0015-49,COMPRA DE MATERIAL PARA LIMPEZA,17/12/2025,588.14,22/12/2025,15/01/2026,29/12/2025,,,FINANCEIRO
JULIANA,26.655.359/0001-89,JANAUBA ,NORTE ,1441,1129863,BRS SUPRIMENTOS ,03.746.938/0015-49,COMPRA DE MATERIAL PARA LIMPEZA,17/12/2025,492.75,22/12/2025,15/02/2026,23/12/2025,,,
JULIANA,34.458.863/0001-29,JANUARIA ,NORTE ,302128,1129738,BRS SUPRIMENTOS ,03.746.938/0015-49,COMPRA DE MATERIAL PARA LIMPEZA,17/12/2025,492.75,22/12/2025,15/02/2026,23/12/2025,,,
JULIANA,34.181.977/0001-74,CORINTO I ,CENTRO ,1727,60881,HOLD TRANSPORTE,24.052.966/0001-30,TRANSPORTE ,17/12/205,1520,17/11/2025,25/01/2025,22/12/2025,,,FISCAL 
JULIANA,31.549.360/0001-70,MANGA,NORTE ,434,1129864,BRS SUPRIMENTOS ,03.746.938/0015-49,COMPRA DE MATERIAL PARA LIMPEZA,17/12/205,492.75,22/12/2025,18/02/2026,,,,
JULIANA,41.738.810/0023-32,PARACATU 4,TRIANGULO,5951,56,CONCEITO AR CONDICIONADO,45.995.940/0001-04,HIGIENIZAÇÃO DE AR CONDICIONADO ,18/12/2025,378.2,19/12/2025,15/01/2025,19/12/2025,,,FISCAL 
JULIANA,33.877.063/0001-80,PARACATU,TRIANGULO,439,57,CONCEITO AR CONDICIONADO,45.995.940/0001-04,HIGIENIZAÇÃO DE AR CONDICIONADO ,18/12/2025,400,19/12/2025,15/01/2025,19/12/2025,,,FISCAL 
JULIANA,31.549.360/0001-70,UFV MANGA ,NORTE ,433,122,FERRAZ & MEIRA SOLUÇÕES ,39.983.219/0001-93,SERVIÇO DE FUSAO OPTICA,18/12/2025,680,22/12/2025,15/01/2026,23/12/2025,,,FINANCEIRO 
JULIANA,34.182.074/0003-70,BOCAIUVA 3,CENTRO ,1571,5819,NEW CABOS ,19.436.993/0001-77,COMPRA DE CABOS ,19/12/2025,62460,22/12/2025,05/02/2026,22/12/2025,,,FISCAL 
JULIANA,31.549.352/0001-24,CORINTO ,CENTRO ,433,6985,GISLENE PIGNATARI,14.682.980/0001-64,COMPRA DE VENTILADOR RADIAL ,19/12/2025,5818.28,19/12/2025,15/01/2026,22/12/2025,,,FISCAL 
SABRINA,31.549.360/0001-70,UFV MANGA ,NORTE,432,001.25.82757616-3,COPASA ,17.281.106/0001-03 ,ABASTECIMENTO DE ÁGUA,21/12/2025,36.6,22/12/2025,31/12/2025,23/12/2025,,,PAGO 
THAUANY,36.409.073/0001-89,UFV COROMANDEL ,TRIANGULO,513,8610371129,CONSELHO REGIONAL - CREA ,17.254.509/0001-63,TAXAS MUNICIPAIS ,24/12/2025,4531.12,13/01/2026,31/01/2026,14/01/2025,,,FISCAL
THAUANY,34.183.614/0001-78,UFV MORI MINAS NEWCO III,TRIANGULO,1774,8610371108,CONSELHO REGIONAL - CREA ,17.254.509/0001-63,TAXAS MUNICIPAIS ,24/12/2025,4531.12,13/01/2026,31/01/2026,14/01/2025,,,FISCAL
THAUANY,42.911.546/0001-44,UFV MORI MINAS NEWCO V,CENTRO ,3514,8610371114,CONSELHO REGIONAL - CREA ,17.254.509/0001-63,TAXAS MUNICIPAIS ,24/12/2025,4531.12,13/01/2026,31/01/2026,14/01/2025,,,FISCAL
THAUANY,42.910.475/0001-65,UFV MORI MINAS NEWCO IV,SUL,6563,8610371111,CONSELHO REGIONAL - CREA ,17.254.509/0001-63,TAXAS MUNICIPAIS ,24/12/2025,4531.12,13/01/2026,31/01/2026,14/01/2025,,,FISCAL
THAUANY,34.445.004/0001-03,UFV BONFINOPOLIS II,TRIANGULO,425,8610371123,CONSELHO REGIONAL - CREA ,17.254.509/0001-63,TAXAS MUNICIPAIS ,24/12/2025,4531.12,13/01/2026,31/01/2026,14/01/2025,,,FISCAL
THAUANY,31.549.352/0001-24,UFV CORINTO ,CENTRO ,443,8610371132,CONSELHO REGIONAL - CREA ,17.254.509/0001-63,TAXAS MUNICIPAIS ,24/12/2025,4531.12,13/01/2026,31/01/2026,14/01/2025,,,FISCAL
THAUANY,32.760.953/0001-44,UFV LONTRA,CENTRO ,347,8610371147,CONSELHO REGIONAL - CREA ,17.254.509/0001-63,TAXAS MUNICIPAIS ,24/12/2025,4531.12,13/01/2026,31/01/2026,14/01/2025,,,FISCAL
THAUANY,33.877.063/0001-80,UFV PARACATU ,TRIANGULO,442,8610371162,CONSELHO REGIONAL - CREA ,17.254.509/0001-63,TAXAS MUNICIPAIS ,24/12/2025,4531.12,13/01/2026,31/01/2026,14/01/2025,,,FISCAL
THAUANY,35.700.257/0001-30,UFV NANUQUE ,NORTE,391,8610371159,CONSELHO REGIONAL - CREA ,17.254.509/0001-63,TAXAS MUNICIPAIS ,24/12/2025,4531.12,13/01/2026,31/01/2026,14/01/2025,,,FISCAL
THAUANY,34.461.701/0001-40,UFV JANUARIA II,NORTE,202167,8610371141,CONSELHO REGIONAL - CREA ,17.254.509/0001-63,TAXAS MUNICIPAIS ,24/12/2025,3398.36,13/01/2026,31/01/2026,14/01/2025,,,FISCAL
THAUANY,31.549.360/0001-70,UFV MANGA ,NORTE,436,8610371150,CONSELHO REGIONAL - CREA ,17.254.509/0001-63,TAXAS MUNICIPAIS ,24/12/2025,4531.12,13/01/2026,31/01/2026,14/01/2025,,,FISCAL
THAUANY,29.655.359/0001-89,UFV JANAÚBA ,NORTE,143,8610372644,CONSELHO REGIONAL - CREA ,17.254.509/0001-63,TAXAS MUNICIPAIS ,24/12/2025,3398.36,13/01/2026,31/01/2026,14/01/2025,,,FISCAL
THAUANY,34.458.863/0001-29,UFV JANUARIA I ,NORTE,302129,8610371138,CONSELHO REGIONAL - CREA ,17.254.509/0001-63,TAXAS MUNICIPAIS ,24/12/2025,4531.12,13/01/2026,31/01/2026,14/01/2025,,,FISCAL
THAUANY,34.461.745/0001-70,UFV FRANCISCO SÁ ,NORTE,436,8610371135,CONSELHO REGIONAL - CREA ,17.254.509/0001-63,TAXAS MUNICIPAIS ,24/12/2025,4531.12,13/01/2026,31/01/2026,14/01/2025,,,FISCAL
THAUANY,34.181.977/0001-74,UFV MORI MINAS NEWCO I ,NORTE,1752,8610371102,CONSELHO REGIONAL - CREA ,17.254.509/0001-63,TAXAS MUNICIPAIS ,24/12/2025,4531.12,13/01/2026,31/01/2026,14/01/2025,,,FISCAL
THAUANY,34.182.074/0001-08,UFV MORI MINAS NEWCO II,NORTE,1581,8610371105,CONSELHO REGIONAL - CREA ,17.254.509/0001-63,TAXAS MUNICIPAIS ,24/12/2025,4531.12,13/01/2026,31/01/2026,15/01/2026,,,FISCAL
SABRINA,31.549.352/0001-24 ,CORINTO ,CENTRO,435,001.25.84287112-0,COPASA ,17.281.106/0001-03 ,ABASTECIMENTO DE ÁGUA,30/12/2025,36.6,30/12/2025,05/01/2026,30/12/2025,,,PAGO 
JULIANA,34.181.977/0006-89,BOCAIUVA 1,CENTRO ,1723,95,DIOGO ANTUNES,48.241.246/0001-81,LIMPEZA EM AR CONDICIONADO,05/01/2026,1440,11/11/2025,05/02/2026,13/01/2025,,,FISCAL
JULIANA,34.183.614/0004-10,BOCAIUVA 2,CENTRO ,1753,96,DIOGO ANTUNES,48.241.246/0001-81,LIMPEZA EM AR CONDICIONADO,05/01/2026,1440,11/11/2025,05/02/2026,13/01/2025,,,FISCAL
JULIANA,34.182.074/0003-70,BOCAIUVA 3,CENTRO ,1547,97,DIOGO ANTUNES ,48.241.246/0001-81,LIMPEZA EM AR CONDICIONADO,05/01/2026,1440,11/11/2025,05/02/2026,13/01/2025,,,FISCAL
JULIANA,34.182.074/0002-99,BOCAIUVA 4,CENTRO ,1548,98,DIOGO ANTUNES,48.241.246/0001-81,LIMPEZA EM AR CONDICIONADO,05/01/2026,1440,11/11/2025,05/02/2026,13/01/2025,,,FISCAL 
ANDREY,41.738.810/0022-51,UFV PARACATU 05 - A629,TRIANGULO,5986,35,WAGNO DA SILVA COELHO,46.480.820/0001-29,SERVIÇOS DE TELECOMUNICAÇÃO ,05/01/2026,1904.25,07/01/2026,26/01/2026,08/01/2026,,,FISCAL
ANDREY,34.182.074/0006-12,UFV PARACATU 06 - 2204,TRIANGULO,1577,31,WAGNO DA SILVA COELHO,46.480.820/0001-29,SERVIÇOS DE TELECOMUNICAÇÃO ,05/01/2026,3786,07/01/2026,26/01/2026,08/01/2026,,,FISCAL
ANDREY,34.182.074/0006-12,UFV PARACATU 06 - 2204,TRIANGULO,1578,32,WAGNO DA SILVA COELHO,46.480.820/0001-29,SERVIÇOS DE TELECOMUNICAÇÃO ,05/01/2026,1607.5,07/01/2026,26/01/2026,,,,
ANDREY,41.738.810/0002-08,UFV GUARDA MOR - A608,TRIANGULO,5987,34,WAGNO DA SILVA COELHO,46.480.820/0001-29,SERVIÇOS DE TELECOMUNICAÇÃO ,05/01/2026,1800,07/01/2026,26/01/2026,08/01/2026,,,FISCAL
ANDREY,34.182.074/0005-31,UFV- PIRAPORA 03 - 2202,CENTRO ,1579,46213,COMERCIAL ELETRICA HM,65.234.486/0001-78,COMPRA DE DONTE DE ALIMENTAÇÃO E FITA ISOLANTE ,05/01/2026,702.87,08/01/2026,26/01/2026,08/01/2026,,,FISCAL
ANDREY,36.577.901/0004-30,UFV LAGOAS - AB03,TRIANGULO,555,569069,MINAS FERRAMENTAS ,17.194.994/0001.27,"COMPRA DE FERRAMENTAS: AMPERIMETRO, PARAFUSADEIRA, ALICATE ",06/01/2026,4530.16,07/01/2026,26/01/2026,07/01/2026,,,FISCAL
NAUANY,34.115.737/0002-52,RAJADA,NORDESTE,212,ALVARA,PREFEITURA PETROLINA,10.358.190/0001-77,PAGAMENTO DE ALVARA,06/01/2026,23092,06/01/2026,25/01/2026,08/01/2026,,,FINANCEIRO
NAUANY,54.294.711/0012-06,JOAO DOURADO,NORDESTE,1462,242845,PREFEITURA JOAO DOURADO,13.891.510/0001-48,PAGAMENTO DE ALVARA,06/01/2026,1390.43,06/01/2026,25/01/2026,07/01/2026,,,FINANCEIRO
NAUANY,41.738.810/0022-51,PARACATU 5,TRIANGULO,5984,15237,CASA E LIMPEZA ,14.286.722/0001-69,COMPRA DE MATERIAL PARA LIMPEZA,06/01/2026,201.9,07/01/2026,25/01/2026,07/01/2026,,,FINANCEIRO
NAUANY,34.182.074/0006-12,PARACATU 6,TRIANGULO,1576,15235,CASA E LIMPEZA ,14.286.722/0001-69,COMPRA DE MATERIAL PARA LIMPEZA,06/01/2026,324.7,07/01/2026,25/01/2026,07/01/2026,,,FINANCEIRO
NAUANY,34.183.614/0003-30,PARACATU 2 ,TRIANGULO,1773,15234,CASA E LIMPEZA ,14.286.722/0001-69,COMPRA DE MATERIAL PARA LIMPEZA,06/01/2026,310.7,07/01/2026,25/01/2026,07/01/2026,,,FINANCEIRO
NAUANY,41.738.810/0023-32,PARACATU 4 ,TRIANGULO,5985,15233,CASA E LIMPEZA ,14.286.722/0001-69,COMPRA DE MATERIAL PARA LIMPEZA,06/01/2026,153.5,07/01/2026,25/01/2026,07/01/2026,,,FINANCEIRO
NAUANY,42.385.610/0006-05,PARACATU 8,TRIANGULO,4742,15236,CASA E LIMPEZA ,14.286.722/0001-69,COMPRA DE MATERIAL PARA LIMPEZA,06/01/2026,215.9,07/01/2026,25/01/2026,07/01/2026,,,FINANCEIRO
ANDREY,41.718.786/0003-26,UFV RIBEIRA DO POMBAL - AH02,NOSDESTE ,460,1709,NADILMA SANTOS ,05.145.557/0001-34,COMPRA DE AGUA MINERAL,07/01/2026,150,08/01/2026,26/01/2026,2026-01-14 00:00:00,,,FISCAL
ANDREY,34.181.977/0007-60,UFV CORINTO 1 - 2106,CENTRO ,1720,676236,LOJA ELETRICA LTDA,17.155.342/0011-55,COMPRA DE TERROMETRO DIGITAL,07/01/2026,4660.31,09/01/2026,05/02/2026,09/01/2026,,,FISCAL
NAUANY,42.385.610/0010-91,PATROCINIO 2,TRIANGULO,4746,10404,VALE SAFE,36.881.722/0001-40,COMPRA DE EPIS ,2026-01-07 00:00:00,7651.08,2026-01-09 00:00:00,2026-02-05 00:00:00,2026-01-14 00:00:00,,,FISCAL
SABRINA,34.183.614/0003-30,MORI MINAS NEWCO III - PARACATU 2 ,TRIANGULO,1775,73,LAVA JATO BOB ESPOJA LTDA ,51998768000137,SERVICO DE LAVA JATO,06/01/2026,,,,,,,
NAUANY/CAROLINE,31.549.352/0001-24,CORINTO,CENTRO,437,6994,ELETRICA MANIA,14.682.980/0001-64,COMPRA DE TERMINAL/SWITCH/CABO/CAMERA,07/01/2026,12839.61,2026-01-06 00:00:00,05/02/2026,2026-01-09 00:00:00,FISCAL,,FISCAL
NAUANY,41.718.786/0003-26,RIBEIRA DO POMBAL,NORDESTE,461,1710,NADILMA SANTOS,05.145.557/0001-34,COMPRA DE AGUA MINERAL,2026-01-08 00:00:00,150,09/01/2026,05/02/2026,2026-01-14 00:00:00,,,FISCAL
NAUANY/CAROLINE,42.385.610/0005-24,DIAMANTINA 1,CENTRO,4740,1966,COMERCIAL RENNOVO,51.407.840/0001-04,COMPRA DE FUSIVEL CARTUCHO,2026-01-08 00:00:00,141.68,2025-12-26 00:00:00,05/02/2026,2026-01-09 00:00:00,,,FISCAL
NAUANY/CAROLINE,41.738.810/0008-01,DIVINOPOLIS 2,CENTRO,5981,1967,COMERCIAL RENNOVO,51.407.840/0001-04,COMPRA DE FUSIVEL CARTUCHO,2026-01-08 00:00:00,141.68,2025-12-26 00:00:00,05/02/2026,2026-01-09 00:00:00,,,FISCAL
NAUANY,54.294.711/0002-26,BRUMADO ,NORDESTE,1474,5358469,PREFEITURA DE BRUMADO,14.105.704/0001-33,TAVA DE ALVARA,2026-01-08 00:00:00,1013,2026-01-13 00:00:00,25/01/2026,2026-01-15 00:00:00,,,FINANCEIRO
NAUANY,34.181.977/0004-17,PARACATU 1,TRIANGULO,1751,159,HARLEY DE MELO,56.129.360/0001-42,ABASTECIMENTO DE AGUA,2026-01-09 00:00:00,1300,2026-01-09 00:00:00,05/02/2026,2026-01-14 00:00:00,,,FISCAL
NAUANY,34.182.074/0006-12,PARACATU 6,TRIANGULO,1580,160,HARLEY DE MELO,56.129.360/0001-42,ABASTECIMENTO DE AGUA,2026-01-09 00:00:00,700,2026-01-09 00:00:00,05/02/2026,2026-01-14 00:00:00,,,FISCAL
NAUANY,33.877.063/0001-80,PARACATU,TRIANGULO,441,161,HARLEY DE MELO,56.129.360/0001-42,ABASTECIMENTO DE AGUA,2026-01-09 00:00:00,1300,2026-01-09 00:00:00,05/02/2026,2026-01-14 00:00:00,,,FISCAL
NAUANY,42.385.610/0006-05,PARACATU 8,TRIANGULO,4745,162,HARLEY DE MELO,56.129.360/0001-42,ABASTECIMENTO DE AGUA,2026-01-09 00:00:00,700,2026-01-09 00:00:00,05/02/2026,2026-01-14 00:00:00,,,FISCAL
JULIANA,29.655.359/0001-89,JANAUBA,NORTE ,136,15797,MGM CONSULTORIA ,06.034.135/0001-54,TESTES E ANALISES TECNICA,2026-09-01 00:00:00,1521,30/10/2025,15/02/2026,2026-12-01 00:00:00,,,FISCAL
JULIANA ,35.700.257/0001-30,NANUQE,BAHIA,392,262,AREAL NANUQUE,12.614.928/0001-45,CAMINHAO PIPA FORNECIMENTO DE AGUA ,2026-09-01 00:00:00,525,16/01/2026,05/02/2026,16/01/2026,,,
NAUANY,29.655.359/0001-89,JANAUBA,NORTE ,144,P.O,MAURICIO APICULTURA,36.594.198/0001-26,EXTRAÇÃO DE ABELHAS,AGUARDANDO NF,1000,2026-01-12 00:00:00,05/02/2026,EM APROVAÇÃO ,,,ENVIADO APROVAÇÃO
NAUANY,31.549.360/0001-70,MANGA,NORTE ,437,P.O,MAURICIO APICULTURA,36.594.198/0001-26,EXTRAÇÃO DE ABELHAS,AGUARDANDO NF,2200,2026-01-12 00:00:00,05/02/2026,EM APROVAÇÃO ,,,ENVIADO APROVAÇÃO
NAUANY,34.461.745/0001-70,FRANCISCO SA,NORTE ,435,P.O,MAURICIO APICULTURA,36.594.198/0001-26,EXTRAÇÃO DE ABELHAS,AGUARDANDO NF,2000,2026-01-12 00:00:00,05/02/2026,EM APROVAÇÃO ,,,ENVIADO APROVAÇÃO
JULIANA ,42.911.546/0007-30,BAMBUI 1.2,SUL ,3518,9644,ROMIOTTO INDUSTRIA ,07.699.306/0001-27,SENSOR DE TEMPERATURA ,2026-12-01 00:00:00,1885.05,16/01/2026,2026-05-02 00:00:00,16/01/2026,,,
JULIANA ,34.115.737/0002-52,RAJADA,PERNAMBUCO,214,306,JOSIMAR NUNES,08.965.222/0001-50,ALMOÇO,2026-12-01 00:00:00,3200,16/01/2026,2026-05-02 00:00:00,16/01/2026,,,
SABRINA,31.549.352/0001-24,CORINTO,CENTRO,441,32583,COMFERROS LTDA ,09.411.201/0001-56,COMPRA TERMINAL COMPRESSAO 95MM M-12,13/01/2026,210,13/01/2026,15/02/2026,13/01/2026,,,FISCAL
NAUANY,41.738.810/0002-08,GUARDAMOR,TRIANGULO,5992,153,CONCEITO AR REFRIGERAÇÃO,45.995.940/0001-04,LIMPEZA EM AR CONDICIONADO,2026-01-13 00:00:00,525.6,2026-01-14 00:00:00,2026-02-05 00:00:00,2026-01-15 00:00:00,,,FISCAL
NAUANY,53.599.051/0002-29,CAMOCIM DE SAO FELIX,NORDESTE,424,1027777,COFERMETA,17.281.973/0013-82,COMPRA DE FERRAMENTAS,2025-01-14 00:00:00,1822.68,2026-01-15 00:00:00,2026-02-05 00:00:00,2026-01-22 00:00:00,,,FISCAL
JULIANA,04.428.500/0001-80,ALFENAS 4,SUL,3512,1875,RC ELETRONICA ,04.428.500/0001-80,"COMPRA DE SWITCH, FONTE",14/01/2026,4259.97,2026-12-01 00:00:00,15/02/2026,16/01/2026,,,FISCAL
NAUANY,42.910.475/0006-70,OURO FINO ,SUL ,5671,2,MATHEUS DANIEL,54.458.524/0001-50,COMPRA DE AGUA MINERAL,14/01/2026,40,2026-01-21 00:00:00,15/02/2026,2026-01-22 00:00:00,,,FISCAL
NAUANY,42.910.475/0005-99,CASSIA 1 ,SUL ,5672,1061,RM FRANCO - VALE SAFE,36.881.722/0001-40,COMPRA DE EPI,2026-01-19 00:00:00,504.66,2026-01-21 00:00:00,15/02/2026,2026-01-22 00:00:00,,,FISCAL
NAUANY,42.910.475/0010-56,CAMPO BELO,SUL ,5666,10662,J C DA SILVA E CIA,10.673.569/0002-52,COMPRA DE BATERIA BACKUP,2026-01-19 00:00:00,2494.57,2026-01-16 00:00:00,15/02/2026,2026-01-22 00:00:00,,,FISCAL
NAUANY/LUCAS,42.911.546/0008-10 ,PASSOS 4 ,SUL ,3524,1968,COMERCIAL RENNOVO,51.407.840/0001-04,COMPRA DE ABRAÇADEIRAS,2026-01-19 00:00:00,7404,2026-01-20 00:00:00,15/02/2026,2026-01-22 00:00:00,,,FISCAL
NAUANY/LUCAS,42.911.546/0008-10 ,PASSOS 4 ,SUL ,3523,5916,NEW CABOS SOLAR,19.436.993/0001-77,COMPRA DE CABOS,2026-01-19 00:00:00,46680,2026-01-20 00:00:00,15/02/2026,2026-01-22 00:00:00,,,FISCAL
NAUANY/CAROLINE,41.738.810/0007-12,JABOTICATUBAS ,CENTRO,5993,1970,COMERCIAL RENNOVO ,51.407.840/0001-04,COMPRA DE SWITCH,2026-01-20 00:00:00,630,2026-01-20 00:00:00,15/02/2026,2026-01-22 00:00:00,,,FISCAL
NAUANY/CAROLINE,42.911.546/0009-00,S SEBASTIAO DO OESTE,CENTRO,3511,7010,ELETRICA MANIA,14.682.980/0001-64,COMPRA DE SWITCH,2026-01-20 00:00:00,1221,2026-01-12 00:00:00,15/02/2026,2026-01-22 00:00:00,,,FISCAL
